Time,Position,Error,Speed,Voltage
2.6425,4.34236,18,119.167,2.70303,
2.67296,4.42431,8,120,2.59394,
2.68445,4.42431,4,120,2.44848,
2.69606,4.46458,0,120.833,2.37576,
2.71558,4.50486,22,121.25,2.77576,
2.73656,4.54514,16,121.25,2.66667,
2.76903,4.62569,6,121.25,2.48485,
2.81074,4.70417,-2,120.417,2.26667,
2.82038,4.70417,-3,120.417,2.4,
2.83399,4.74375,21,120,2.75152,
2.85462,4.78264,17,119.167,2.67879,
2.87444,4.82292,13,118.75,2.67879,
2.90554,4.90139,5,117.917,2.53333,
2.94208,4.94028,26,117.917,2.84848,
2.95508,4.98056,23,117.917,2.71515,
2.97515,5.02083,16,117.917,2.66667,
2.99525,5.06111,10,118.333,2.55758,
3.02228,5.1,3,118.75,2.49697,
3.04795,5.17778,28,118.75,2.95758,
3.08325,5.21736,20,118.333,2.73939,
3.09709,5.25694,17,117.917,2.67879,
3.11569,5.29653,11,117.5,2.5697,
3.13588,5.33611,6,117.5,2.48485,
3.17604,5.41597,22,118.333,2.77576,
3.21467,5.49722,12,119.583,2.59394,
3.23542,5.53681,6,120,2.48485,
3.25572,5.57708,0,120.417,2.37576,
3.27594,5.61667,24,120.417,2.88485,
3.31048,5.69583,15,119.583,2.64242,
3.34068,5.73472,8,119.167,2.52121,
3.35499,5.77431,6,118.75,2.48485,
3.37462,5.81319,30,118.333,2.92121,
3.39533,5.85278,24,117.917,2.81212,
3.41407,5.93264,16,117.917,2.66667,
3.46094,5.97153,11,118.333,2.60606,
3.48138,6.01111,5,118.333,2.46061,
3.49539,6.05069,28,118.333,2.88485,
3.51564,6.09097,25,118.333,2.82424,
3.53621,6.13056,19,118.75,2.71515,
3.573,6.20972,8,118.75,2.52121,
3.61243,6.28958,29,119.167,2.89697,
3.63511,6.32917,23,119.167,2.86061,
3.65514,6.37014,16,119.167,2.73939,
3.6753,6.41111,8,119.583,2.59394,
3.70301,6.45139,27,120,2.93333,
3.73876,6.53194,17,120.833,2.67879,
3.75637,6.57222,15,121.25,2.71515,
3.77504,6.61111,9,121.25,2.53333,
3.79541,6.65069,4,120.417,2.44848,
3.82363,6.68958,26,118.75,2.84848,
3.85251,6.76875,18,118.333,2.70303,
3.8779,6.80833,14,117.917,2.6303,
3.8951,6.84792,9,117.917,2.53333,
3.91486,6.8875,4,118.333,2.44848,
3.93538,6.92639,29,118.333,2.89697,
3.97217,7.00694,18,118.333,2.70303,
4.00567,7.0875,8,119.167,2.52121,
4.01574,7.0875,4,119.167,2.44848,
4.03497,7.12639,29,119.583,2.89697,
4.05303,7.16597,27,119.583,2.86061,
4.07298,7.20694,19,120,2.71515,
4.09575,7.24792,13,119.583,2.67879,
4.13121,7.32639,2,119.583,2.41212,
4.14688,7.36597,29,119.583,2.9697,
4.15697,7.36597,25,119.583,2.82424,
4.17343,7.40694,21,119.583,2.75152,
4.19299,7.44653,15,119.583,2.64242,
4.2132,7.48681,8,119.583,2.46061,
4.23766,7.52708,3,119.583,2.42424,
4.27245,7.60625,22,120,2.77576,
4.29516,7.64583,18,120,2.70303,
4.31395,7.68472,13,119.583,2.60606,
4.33449,7.72431,8,119.167,2.52121,
4.36173,7.76319,2,118.333,2.41212,
4.38226,7.80278,26,117.917,2.88485,
4.40963,7.88194,18,117.5,2.70303,
4.43421,7.92292,12,117.917,2.59394,
4.45459,7.96042,8,118.333,2.52121,
4.4744,8.00139,30,118.333,2.99394,
4.50194,8.04167,23,118.75,2.78788,
4.53496,8.12083,15,119.167,2.67879,
4.54724,8.16042,13,119.167,2.67879,
4.55709,8.16042,9,119.167,2.53333,
4.57448,8.20069,4,119.583,2.44848,
4.59445,8.24028,27,119.167,2.86061,
4.6226,8.28056,21,119.167,2.75152,
4.66303,8.35972,8,119.167,2.52121,
4.677,8.40069,4,119.167,2.44848,
4.69405,8.44167,26,119.583,2.84848,
4.71431,8.48125,24,120,2.81212,
4.73487,8.52153,17,120.417,2.73939,
4.7582,8.56181,10,120.833,2.42424,
4.78226,8.60208,0,120.417,2.26667,
4.81008,8.67778,21,119.583,2.6303,
4.83453,8.71528,13,118.333,2.32727,
4.85472,8.75347,4,117.083,2.14545,
4.87297,8.78958,-6,115.417,1.86667,
4.89753,8.82639,-18,113.75,1.47258,
4.92454,8.86181,-19,110.833,1.19267,
4.9421,8.89722,-27,110.833,0.985777,
4.95546,8.92847,-32,109.167,0.973607,
4.9748,8.95278,-36,106.25,0.693695,
4.994,8.98194,-51,101.667,0.292082,
5.01329,9.01042,-68,96.25,-0.219941,
5.05453,9.0625,-79,86.6667,-0.610948,
5.0753,9.08194,-90,82.9167,-0.879765,
5.0949,9.09792,-99,78.3333,-1.23412,
5.11451,9.11181,-105,72.9167,-1.40518,
5.13427,9.12361,-105,65.4167,-1.56364,
5.15776,9.13125,-105,56.6667,-1.58788,
5.18536,9.13472,-102,37.0833,-1.62424,
5.20631,9.13403,-98,27.5,-1.62424,
5.21621,9.13403,-95,27.5,-1.58788,
5.2348,9.13125,-86,18.3333,-1.41818,
5.25516,9.12778,-80,9.58333,-1.43607,
5.29391,9.11875,-67,-2.91667,-1.16833,
5.31742,9.11458,-61,-7.08333,-1.0588,
0.004733,0.219444,-54,0,0,
0.025833,0,13063,0,0,
0.042106,0,13063,0,0,
0.062187,0,13063,0,0,
0.101343,0,13063,0,0,
0.12798,0,13063,0,0,
0.14404,0,13063,0,0,
0.162917,0,0,0,0,
0.181956,0,0,0,0.0246334,
0.214432,0,3,0,0.209384,
0.254147,0,10,0,0.603519,
0.270955,0,13,0,0.75132,
0.282895,0,16,0,0.911437,
0.302091,0,29,0,1.53959,
0.321941,0,41,0,2.10616,
0.373052,0.0229167,43,5.83333,2.61114,
0.398362,0.0319444,54,10.8333,2.95772,
0.422267,0.0451389,68,16.6667,3.50855,
0.4417,0.0631944,68,23.3333,3.64027,
0.482426,0.110417,57,38.3333,3.43671,
0.523371,0.16875,57,56.6667,3.72933,
0.54254,0.202778,46,67.5,3.45616,
0.561163,0.238889,40,77.5,3.31364,
0.581273,0.275,29,86.25,2.95733,
0.615013,0.349306,14,100.417,2.44663,
0.646718,0.3875,30,105.417,3.40606,
0.666811,0.427778,20,109.167,3.01818,
0.681635,0.467361,17,112.083,3.00606,
0.702289,0.507639,9,114.167,2.67879,
0.722379,0.547917,2,115.833,2.43636,
0.753398,0.629167,21,119.167,3.12674,
0.781655,0.671528,11,120.417,2.76457,
0.802792,0.7125,3,121.25,2.47483,
0.820916,0.753472,-5,122.083,2.11266,
0.840762,0.795139,-12,122.917,1.93157,
0.861661,0.834028,12,123.333,2.80078,
0.899142,0.913194,3,122.083,2.42185,
0.926807,0.953472,-4,121.25,2.2393,
0.942756,0.992361,-7,120,2.12977,
0.961361,1.03125,18,119.167,3.04252,
0.988555,1.06944,14,117.917,2.89648,
1.0117,1.10972,6,117.5,2.49487,
1.04387,1.18958,-1,117.917,2.42185,
1.0652,1.22847,-7,117.917,2.12977,
1.08201,1.26736,17,118.333,3.00601,
1.10185,1.30764,15,118.333,2.93299,
1.12092,1.34722,8,118.333,2.59394,
1.14383,1.38681,3,118.333,2.37576,
1.17433,1.46597,-5,118.333,3.17576,
1.19822,1.50625,19,118.75,3.13939,
1.22134,1.54583,13,118.75,2.84848,
1.24161,1.58611,6,118.75,2.59394,
1.26101,1.62639,0,119.167,2.44848,
1.2982,1.70486,19,119.583,3.06667,
1.3257,1.74583,10,119.583,2.73939,
1.34159,1.78611,7,119.583,2.6303,
1.36171,1.82639,1,119.583,2.41212,
1.38154,1.86667,-5,120,2.19394,
1.40195,1.90486,20,120,3.10303,
1.44325,1.98403,8,119.583,2.66667,
1.46325,2.02431,5,119.167,2.55758,
1.48253,2.06389,1,118.333,2.48485,
1.50192,2.10347,-5,118.333,2.19394,
1.52104,2.14167,19,118.333,2.99394,
1.54649,2.18194,12,118.333,2.81212,
1.57188,2.22292,5,118.75,2.55758,
1.60279,2.30347,-4,119.167,2.2303,
1.62082,2.34167,21,119.583,3.21212,
1.64064,2.38056,19,119.583,2.99394,
1.66025,2.42083,13,119.167,2.84848,
1.6925,2.45972,5,118.333,2.55758,
1.72717,2.53958,-3,117.917,2.33939,
1.74146,2.57917,19,118.333,3.06667,
1.76347,2.62014,11,118.75,2.77576,
1.78135,2.66042,8,119.167,2.59394,
1.81405,2.73889,2,119.583,2.44848,
1.85688,2.81944,18,119.583,3.0303,
1.87286,2.81944,11,119.167,2.77576,
1.88612,2.85972,8,119.167,2.66667,
1.90643,2.89931,5,119.167,2.6303,
1.92135,2.9375,2,119.167,2.44848,
1.95277,3.01667,23,119.167,3.28485,
1.98201,3.05694,17,118.75,2.77576,
2.00151,3.09722,10,118.333,2.73939,
2.02112,3.1375,4,118.75,2.52121,
2.04142,3.17778,-3,119.167,2.26667,
2.06142,3.21736,21,119.583,3.21212,
2.09305,3.29861,10,120,2.73939,
2.12235,3.33819,4,120.417,2.59394,
2.14156,3.37847,-2,120.417,2.37576,
2.16127,3.41736,-6,120.417,2.2303,
2.18203,3.45625,18,120,3.0303,
2.20191,3.49583,15,119.167,2.92121,
2.24126,3.57569,3,118.333,2.33939,
2.26167,3.61597,-4,118.333,2.2303,
2.28125,3.65556,20,118.75,3.10303,
2.3012,3.69444,18,119.167,3.0303,
2.32093,3.73611,10,119.167,2.73939,
2.35952,3.81528,2,119.583,2.44848,
2.3831,3.85556,-7,119.583,2.12121,
2.40728,3.89375,18,119.583,3.0303,
2.4215,3.93403,14,119.167,2.88485,
2.44098,3.97361,8,119.167,2.59394,
2.46024,4.01319,3,118.75,2.48485,
2.49196,4.05347,-5,118.75,2.19394,
2.52585,4.13194,14,118.333,2.88485,
2.54128,4.17292,10,118.75,2.73939,
2.56148,4.21319,4,119.167,2.52121,
2.58059,4.25347,-2,119.583,2.37576,
2.6023,4.29375,-9,120,2.04848,
2.63705,4.37222,14,120.417,2.73939,
2.65767,4.41181,7,120,2.6303,
2.68187,4.45208,1,119.167,2.41212,
2.70142,4.49167,-4,118.75,2.2303,
2.72131,4.53056,21,118.75,3.21212,
2.76353,4.61042,7,118.75,2.6303,
2.8007,4.69028,-1,118.75,2.33939,
2.82098,4.72986,-6,118.75,2.2303,
2.84093,4.77014,16,119.167,2.95758,
2.86078,4.81111,11,119.583,2.77576,
2.89231,4.85208,1,120.417,2.33939,
2.91976,4.92986,-4,120.417,2.30303,
2.94158,4.96875,20,120,3.10303,
2.96128,5.00764,17,119.167,2.88485,
2.98085,5.04792,12,118.333,2.81212,
3.00069,5.0875,6,117.917,2.59394,
3.03388,5.16736,-3,117.917,2.15758,
3.05838,5.20694,19,118.75,2.99394,
3.08131,5.24792,13,119.167,2.84848,
3.10103,5.28819,6,119.583,2.59394,
3.12138,5.32778,1,119.583,2.41212,
3.15231,5.36736,-6,120,2.15758,
3.16805,5.40625,21,119.583,3.21212,
3.20284,5.48472,12,118.75,2.73939,
3.2207,5.525,6,118.333,2.59394,
3.2416,5.56389,2,117.917,2.44848,
3.2608,5.60417,-4,117.917,2.30303,
3.29055,5.64306,19,118.333,2.88485,
3.32718,5.72361,9,119.167,2.77576,
3.34193,5.76181,6,119.167,2.59394,
3.36099,5.80347,-2,119.167,2.30303,
3.38145,5.84167,22,118.75,3.17576,
3.40093,5.88194,20,118.75,3.09052,
3.43263,5.92083,13,118.333,2.837,
3.46572,6.00069,4,118.333,2.58348,
3.48112,6.04097,-4,118.333,2.22131,
3.50098,6.07986,20,118.75,3.09052,
3.52159,6.12153,16,119.167,2.95758,
3.54785,6.1625,5,119.583,2.55758,
3.56812,6.20278,-2,120.417,2.30303,
3.60075,6.28264,18,121.25,3.0303,
3.62172,6.32292,15,121.25,2.77576,
3.64238,6.36319,8,120.833,2.66667,
3.66107,6.40278,3,120.417,2.48485,
3.68986,6.44167,-3,120,2.33939,
3.72691,6.51875,18,118.75,3.0303,
3.74118,6.55903,16,117.917,3.0303,
3.76073,6.59931,9,117.5,2.70303,
3.78077,6.63889,4,117.5,2.52121,
3.80156,6.67847,-2,117.917,2.30303,
3.83302,6.71667,21,118.333,3.13939,
3.86636,6.79792,9,118.333,2.70303,
3.88072,6.8375,7,118.75,2.70303,
3.90101,6.87778,0,119.167,2.37576,
3.92123,6.91667,-3,119.167,2.26667,
3.96297,6.99653,13,119.583,2.92121,
3.99326,7.0375,4,119.167,2.52121,
4.00527,7.07778,2,119.167,2.44848,
4.01994,7.11736,-4,119.583,2.2303,
4.04104,7.15764,19,120,3.06667,
4.05977,7.19722,16,120.417,2.88485,
4.08687,7.23819,5,120.417,2.48485,
4.11856,7.31806,-3,120.417,2.26667,
4.13061,7.31806,-6,120.417,2.15758,
4.1402,7.35694,-7,120,2.12121,
4.16013,7.39514,20,119.583,3.17576,
4.18034,7.43472,15,119.167,2.92121,
4.20342,7.475,5,118.333,2.55758,
4.22971,7.51458,0,117.5,2.37576,
4.26092,7.59375,21,117.917,3.21212,
4.28117,7.63403,18,118.75,3.0303,
4.30131,7.675,10,119.167,2.73939,
4.32175,7.71458,5,119.583,2.55758,
4.34649,7.75278,2,119.583,2.43861,
4.367,7.79306,-6,119.583,2.14888,
4.39694,7.87292,15,119.167,2.90943,
4.42239,7.91181,10,118.75,2.72835,
4.44072,7.95069,5,118.333,2.54726,
4.46118,7.99167,-1,118.333,2.32996,
4.50093,8.07014,17,118.75,2.92121,
4.52146,8.10972,14,118.333,2.88485,
4.54025,8.15069,7,118.75,2.6303,
4.56013,8.19167,-1,119.167,2.33939,
4.57991,8.23125,-7,119.583,2.12121,
4.60015,8.27014,21,120,3.0303,
4.63065,8.31042,12,120,2.81212,
4.65312,8.35069,5,120,2.55758,
4.66285,8.39097,3,120,2.55758,
4.68022,8.42986,-2,119.583,2.30303,
4.70069,8.46806,23,119.167,3.21212,
4.7199,8.50694,21,118.75,3.2,
4.74654,8.54722,11,118.333,2.72727,
4.76764,8.58681,5,117.917,2.26667,
4.79982,8.66597,-8,117.917,1.92727,
4.82009,8.70347,16,117.917,2.8,
4.83992,8.74028,8,117.5,2.361,
4.86028,8.77778,-1,116.667,1.93504,
4.89111,8.81458,-20,115,1.14399,
4.92488,8.88681,-20,112.083,0.876246,
4.94318,8.91042,-19,110,0.791056,
4.96079,8.93889,-24,105.833,0.549853,
4.98035,8.96875,-39,100.417,-0.146628,
5.00776,8.99583,-54,94.5833,-0.806452,
5.0305,9.01736,-49,89.1667,-0.83089,
5.05819,9.05347,-55,77.5,-1.17302,
5.07995,9.06597,-56,71.25,-1.33871,
5.10052,9.07569,-56,63.75,-1.47258,
5.12013,9.08194,-52,53.75,-1.37522,
5.14628,9.08333,-38,43.75,-1.02229,
5.16736,9.08333,-31,33.75,-0.851906,
5.20068,9.08194,-22,15,-0.645015,
5.22058,9.08056,-16,7.5,-0.474633,
5.24024,9.07847,-11,2.08333,-0.340762,
5.25961,9.07639,-8,-1.25,-0.267742,
5.28742,9.07431,-3,-3.33333,-0.109531,
5.3227,9.07292,-2,-4.58333,-0.0733138,
0.018734,0,-1,0,0,
0.062103,0,13063,0,0,
0.082171,0,13063,0,0,
0.106515,0,13063,0,0,
0.122507,0,13063,0,0,
0.154833,0,0,0,0,
0.187632,0,0,0,0.0369501,
0.203016,0,3,0,0.320235,
0.223028,0,4,0,0.603519,
0.242074,0,8,0,0.78827,
0.262244,0,13,0,1.23167,
0.301071,0.00347222,29,0,2.50264,
0.327633,0.0131944,28,1.66667,2.71119,
0.342143,0.0194444,31,4.58333,2.99335,
0.362946,0.0284722,34,9.16667,3.20191,
0.381936,0.0416667,34,14.5833,3.33685,
0.413208,0.0576389,43,20.8333,3.96237,
0.445661,0.102778,29,35.4167,3.15806,
0.464843,0.129861,20,44.1667,2.64946,
0.482395,0.15625,16,53.75,2.42473,
0.502292,0.183333,10,63.3333,2.12903,
0.522295,0.211806,27,70.8333,3.59756,
0.558957,0.275,20,81.25,3.12674,
0.597446,0.307639,13,84.5833,2.95772,
0.607879,0.340972,11,88.3333,2.84907,
0.621631,0.376389,9,92.0833,2.59555,
0.64134,0.413194,32,96.25,4.32283,
0.661677,0.454167,26,100.417,3.91569,
0.695376,0.495139,7,109.583,2.62243,
0.730448,0.579861,-6,114.583,1.70039,
0.742362,0.620139,19,119.167,3.49658,
0.762112,0.661806,11,122.083,2.95758,
0.782371,0.702778,7,123.75,2.66667,
0.803693,0.743056,-1,124.167,1.86667,
0.838119,0.822222,-11,122.5,1.35758,
0.861735,0.861111,14,121.25,3.32121,
0.882632,0.9,8,120.417,2.6044,
0.90386,0.940972,0,119.167,2.16628,
0.922028,0.980556,-1,118.75,2.09326,
0.951733,1.01736,-4,118.333,1.87419,
0.992138,1.09722,13,117.083,3.10303,
1.00357,1.13889,6,117.5,2.59394,
1.02169,1.17778,4,117.917,2.44848,
1.04228,1.21597,0,118.333,2.15758,
1.06155,1.25347,-2,118.75,2.15758,
1.09365,1.29236,18,118.333,3.61212,
1.12882,1.37639,5,117.917,2.65591,
1.14255,1.41667,1,118.333,2.22131,
1.16245,1.45764,-7,119.583,1.64184,
1.18161,1.49583,19,120.833,3.66999,
1.21347,1.53611,5,121.667,2.51105,
1.25572,1.61736,-3,120.833,1.94721,
1.27085,1.65625,-4,120.833,1.87419,
1.28307,1.69306,-5,120,1.80117,
1.30163,1.73125,21,118.75,3.84575,
1.32143,1.77292,17,117.5,3.40762,
1.35431,1.81319,3,116.667,2.37576,
1.3968,1.89236,-5,118.333,1.79394,
1.40751,1.93125,22,118.333,3.75758,
1.42161,1.97222,14,119.167,3.17576,
1.44131,2.01319,11,119.583,2.95758,
1.46219,2.05069,7,119.583,2.66667,
1.49336,2.09167,-3,119.167,1.93157,
1.52889,2.16944,19,119.167,3.66999,
1.54215,2.21181,14,119.167,3.16295,
1.5623,2.25139,7,119.167,2.51105,
1.58239,2.29097,3,119.167,2.36618,
1.60198,2.33125,-4,119.583,1.86667,
1.63344,2.36944,20,119.583,3.10303,
1.66437,2.45278,4,119.167,2.44848,
1.68209,2.49236,2,119.583,2.44848,
1.7022,2.53125,-4,120,1.86667,
1.72232,2.57014,-7,120.417,1.64848,
1.75036,2.60833,12,120,3.0303,
1.78676,2.68958,4,119.167,2.44848,
1.80502,2.72917,2,118.75,2.30303,
1.83145,2.76875,-5,118.333,1.79394,
1.85591,2.84722,20,118.333,3.24848,
1.90544,2.92917,1,118.333,2.2303,
1.94982,3.00764,21,120,3.68485,
1.97799,3.09028,12,120,3.0303,
2.00302,3.13056,1,120,2.2303,
2.04242,3.20694,-5,120,1.79394,
2.08663,3.28611,12,118.75,3.0303,
2.10226,3.32778,8,118.333,2.73939,
2.13204,3.36736,0,118.333,2.15758,
2.16928,3.44514,20,119.167,3.61212,
2.19575,3.48403,12,119.583,3.0303,
2.20756,3.52639,7,119.583,2.66667,
2.22235,3.56667,5,119.167,2.52121,
2.24212,3.60556,0,119.167,2.30303,
2.26095,3.64444,-4,119.167,1.86667,
2.29695,3.72292,19,118.75,3.17576,
2.32331,3.76319,11,118.333,2.87322,
2.34144,3.80347,5,117.917,2.51105,
2.36143,3.84306,-2,118.333,2.00401,
2.38123,3.88264,-7,118.75,1.78671,
2.40625,3.92153,20,119.583,3.52512,
2.42662,3.96528,7,120,2.65591,
2.44857,4.00486,2,120.417,2.30303,
2.46938,4.04375,-4,120,1.86667,
2.48226,4.08333,-6,120.417,1.72121,
2.50114,4.12222,19,120,3.68485,
2.52205,4.16389,10,119.583,2.88485,
2.55389,4.20347,2,119.583,2.30303,
2.58191,4.28264,-4,119.167,1.86667,
2.60125,4.32083,-7,119.167,1.79394,
2.62159,4.35833,20,119.167,3.61212,
2.64104,4.40139,13,118.333,3.10303,
2.6614,4.44097,7,117.917,2.81212,
2.69193,4.48056,-3,117.917,1.93939,
2.72015,4.55903,19,119.167,3.53939,
2.73134,4.55903,18,119.167,3.61212,
2.74182,4.59931,18,119.583,3.61212,
2.76228,4.64167,8,119.583,2.73939,
2.78199,4.68056,1,119.583,2.2303,
2.80187,4.71944,-3,119.583,1.93939,
2.85677,4.79583,15,119.167,3.24848,
2.86651,4.8375,10,118.333,2.88485,
2.88161,4.87778,7,117.917,2.66667,
2.9015,4.91806,1,117.917,2.2303,
2.92155,4.95764,-5,118.333,1.78671,
2.9582,4.99514,20,119.167,3.59756,
2.97346,5.03819,10,119.167,3.01808,
2.9917,5.07708,7,119.167,2.65591,
3.00219,5.11667,4,119.167,2.43861,
3.02124,5.15625,-1,119.167,2.07644,
3.04108,5.19514,-6,119.167,1.85914,
3.06147,5.23403,18,119.167,3.45269,
3.09627,5.275,8,118.75,2.87322,
3.12206,5.35556,1,118.75,2.22131,
3.14189,5.39444,-3,119.167,1.93157,
3.17705,5.43333,17,119.583,3.39394,
3.20236,5.51667,9,119.583,2.81212,
3.23486,5.55625,-3,120,1.93939,
3.25845,5.63333,-5,120,1.64848,
3.28008,5.67014,22,119.583,3.61212,
3.30216,5.71111,16,118.333,3.10303,
3.32125,5.75208,9,117.5,2.81212,
3.36226,5.83403,-3,117.5,1.93939,
3.39631,5.87014,19,118.333,3.53939,
3.40649,5.9125,13,119.167,3.10303,
3.42108,5.95347,9,120,2.81212,
3.44101,5.99306,3,120,2.37576,
3.46117,6.03194,-2,120.417,2.15758,
3.49316,6.07153,18,120.417,3.32121,
3.52786,6.15278,8,120,2.73939,
3.54212,6.19167,7,119.583,2.81212,
3.56167,6.23056,3,119.167,2.37576,
3.58138,6.27014,-4,118.75,1.86667,
3.61048,6.30972,17,118.75,3.53939,
3.64132,6.39097,7,118.75,2.81212,
3.66195,6.42986,3,119.167,2.37576,
3.68191,6.47014,-2,119.583,2.01212,
3.7018,6.50972,-8,119.583,1.57576,
3.74453,6.59097,6,119.167,2.59394,
3.7739,6.63125,0,119.583,2.15758,
3.79736,6.66944,-3,119.583,1.93939,
3.80733,6.70694,-3,119.583,1.93939,
3.82113,6.74514,22,119.167,3.75758,
3.84048,6.78611,20,118.333,3.61212,
3.86016,6.82778,10,117.5,2.88485,
3.88299,6.86667,5,117.5,2.52121,
3.92748,6.94583,-6,118.75,1.72121,
3.94021,6.98542,18,119.167,3.46667,
3.96098,7.02778,12,119.583,3.0303,
3.98099,7.06528,8,119.583,2.73939,
4.01437,7.10556,-1,119.583,1.86667,
4.04283,7.18403,21,119.583,3.68485,
4.06131,7.22431,19,119.167,3.0303,
4.081,7.26319,13,118.75,3.10303,
4.10088,7.30486,5,118.333,2.37576,
4.12325,7.34514,-2,118.75,2.00401,
4.14722,7.38333,-5,119.167,3.95973,
4.17154,7.42153,14,119.167,3.16295,
4.19119,7.46458,9,119.167,2.80078,
4.20086,7.50625,4,119.583,2.43861,
4.22077,7.54653,-2,120,2.14888,
4.24103,7.58542,-7,120.833,1.79394,
4.26212,7.62292,19,120.833,3.53939,
4.28616,7.66319,13,120.417,3.10303,
4.31377,7.70417,3,118.75,2.37576,
4.33141,7.74375,1,118.75,2.2303,
4.34158,7.78194,-2,118.333,2.01212,
4.36143,7.82014,-4,117.917,1.85914,
4.3811,7.85833,21,117.917,3.66999,
4.40175,7.90139,14,117.917,3.16295,
4.42741,7.94167,4,117.917,2.29374,
4.45429,7.98125,1,118.333,2.22131,
4.48289,8.05764,23,119.167,3.81486,
4.50203,8.1,14,119.167,3.30782,
4.52144,8.14097,11,119.167,2.94565,
4.55136,8.18056,1,119.167,2.22131,
4.59119,8.25903,20,120,3.61212,
4.60305,8.29861,17,120.417,3.39394,
4.62145,8.34028,12,120,2.88485,
4.64136,8.38056,6,120,2.73939,
4.66116,8.42014,0,119.583,2.15758,
4.69184,8.46042,-8,120,1.57576,
4.728,8.53889,12,119.583,3.00606,
4.74079,8.57986,8,119.167,2.83636,
4.7634,8.61875,1,119.167,2.14545,
4.78021,8.65694,-5,119.167,1.66061,
4.80886,8.69236,15,118.333,2.9697,
4.83172,8.72917,11,117.083,2.44619,
4.86626,8.80278,-9,112.917,0.985777,
4.882,8.83889,-15,111.25,0.486804,
4.90076,8.875,-30,110,-0.730205,
4.92029,8.89792,-8,108.333,0.815396,
4.94729,8.92361,-13,104.583,0.328592,
4.96847,8.95208,-24,99.1667,-0.977517,
4.99669,8.97569,-30,92.5,-1.09971,
5.02087,9.0125,-32,77.9167,-1.38074,
5.04303,9.02569,-20,71.25,-0.696481,
5.06067,9.03681,-19,64.1667,-0.696481,
5.08806,9.04653,-16,56.6667,-0.669355,
5.12248,9.05903,-13,39.1667,-0.620674,
5.14104,9.06181,-3,31.6667,0.0973607,
5.16104,9.06389,-2,25.4167,0.133871,
5.1804,9.06458,1,19.1667,0.267742,
5.20138,9.06458,5,13.75,0.500978,
5.2278,9.06458,8,9.16667,0.647605,
5.26215,9.06389,11,2.91667,0.806452,
5.28104,9.06319,12,0.833333,0.879765,
5.30095,9.06181,13,0,0.953079,
